Global.North.South	AI.Improve.Healthcare
7638	Global South	Very little
7639	Global South	Little
7640	Global South	Very little
7641	Global South	Medium
7642	Global South	Little
7643	Global South	Much
7644	Global South	Little
7645	Global South	Medium
7646	Global South	Little
7647	Global South	Little
7648	Global South	Little
7649	Global South	Little
7650	Global South	Little
7651	Global South	Medium
7652	Global South	Little
7653	Global South	Medium
7654	Global South	Very much
7655	Global South	Much
7656	Global South	Medium
7657	Global South	Much
7658	Global South	Very little
7659	Global South	Medium
7660	Global South	Much
7661	Global South	Medium
7662	Global South	Little
7663	Global South	Medium
7664	Global South	Much
7665	Global South	Medium
7666	Global South	Very much
7667	Global South	Much
7668	Global South	Medium
7669	Global South	Much
7670	Global South	Little
7671	Global South	Very much
7672	Global South	Very much
7673	Global South	Much
7674	Global South	Medium
7675	Global South	Very much
7676	Global South	Medium
7677	Global South	Much
7678	Global South	Little
7679	Global South	Little
7680	Global South	Very little
7681	Global South	Much
7682	Global South	Medium
7683	Global South	Medium
7684	Global South	Much
7685	Global South	Very much
7686	Global South	Very much
7687	Global South	Medium
7688	Global South	Medium
7689	Global South	Medium
7690	Global South	Much
7691	Global South	Much
7692	Global South	Much
7693	Global South	Much
7694	Global South	Much
7695	Global South	Much
7696	Global South	Much
7697	Global South	Medium
7698	Global South	Little
7699	Global South	Medium
7700	Global South	Little
7701	Global South	Much
7702	Global South	Much
7703	Global South	Very much
7704	Global South	Medium
7705	Global South	Very little
7706	Global South	Very little
7707	Global South	Very little
7708	Global South	Medium
7709	Global South	Medium
7710	Global South	Much
7711	Global South	Medium
7712	Global South	Medium
7714	Global South	Medium
7715	Global South	Medium
7716	Global South	Medium
7717	Global South	Medium
7718	Global South	Much
7719	Global South	Medium
7720	Global South	Medium
7721	Global South	Little
7722	Global South	Much
7723	Global South	Much
7724	Global South	Much
7725	Global South	Medium
7726	Global South	Much
7727	Global South	Medium
7728	Global South	Very much
7729	Global South	Very much
7730	Global South	Medium
7731	Global South	Medium
7732	Global South	Much
7733	Global South	Medium
7734	Global South	Medium
7736	Global South	Medium
7737	Global South	Much
7738	Global South	Medium
7740	Global South	Medium
7741	Global South	Medium
7742	Global South	Very little
7743	Global South	Much
7744	Global South	Little
7745	Global South	Little
7746	Global South	Much
7747	Global South	Medium
7748	Global South	Much
7749	Global South	Medium
7750	Global South	Very much
7751	Global South	Medium
7752	Global South	Much
7753	Global South	Medium
7754	Global South	Much
7755	Global South	Much
7756	Global South	Medium
7757	Global South	Much
7758	Global South	Medium
7759	Global South	Much
7760	Global South	Medium
7761	Global South	Much
7762	Global South	Much
7763	Global South	Little
7764	Global South	Much
7765	Global South	Much
7766	Global South	Medium
7767	Global South	Medium
7768	Global South	Little
7769	Global South	Much
7770	Global South	Little
7771	Global South	Little
7772	Global South	Much
7773	Global South	Medium
7774	Global South	Much
7775	Global South	Much
7776	Global South	Little
7777	Global South	Very much
7778	Global South	Much
7779	Global South	Medium
7780	Global South	Much
7781	Global South	Much
7782	Global South	Very much
7783	Global South	Much
7784	Global South	Little
7785	Global South	Very much
7786	Global South	Very much
7787	Global South	Very much
7788	Global South	Medium
7789	Global South	Much
7790	Global South	Medium
7791	Global South	Much
7792	Global South	Medium
7793	Global South	Much
7794	Global South	Little
7795	Global South	Much
7796	Global South	Much
7797	Global South	Little
7798	Global South	Very much
7799	Global South	Medium
7800	Global South	Much
7801	Global South	Little
7802	Global South	Much
7803	Global South	Medium
7804	Global South	Much
7805	Global South	Medium
7806	Global South	Much
7807	Global South	Much
7808	Global South	Very much
7809	Global South	Much
7810	Global South	Much
7811	Global South	Medium
7812	Global South	Very little
7813	Global South	Little
7814	Global South	Medium
7815	Global South	Medium
7816	Global South	Much
7817	Global South	Very much
7819	Global South	Much
7820	Global South	Much
7821	Global South	Very much
7822	Global South	Medium
7823	Global South	Very much
7824	Global South	Medium
7825	Global South	Much
7826	Global South	Much
7827	Global South	Much
7828	Global South	Much
7829	Global South	Much
7830	Global South	Medium
7831	Global South	Little
7832	Global South	Medium
7833	Global South	Very little
7834	Global South	Medium
7835	Global South	Little
7836	Global South	Medium
7837	Global South	Much
7838	Global South	Medium
7839	Global South	Little
7840	Global South	Medium
7841	Global South	Little
7842	Global South	Much
7843	Global South	Little
7844	Global South	Medium
7845	Global South	Much
7846	Global South	Much
7847	Global South	Much
7848	Global South	Much
7849	Global South	Little
7850	Global South	Medium
7851	Global South	Little
7852	Global South	Very little
7853	Global South	Very much
7854	Global South	Little
7855	Global South	Little
7856	Global South	Much
7857	Global South	Medium
7858	Global South	Medium
7859	Global South	Much
7860	Global South	Much
7861	Global South	Medium
7862	Global South	Much
7863	Global South	Much
7864	Global South	Little
7865	Global South	Very much
7866	Global South	Much
7867	Global South	Very much
7868	Global South	Much
7869	Global South	Medium
7870	Global South	Medium
7871	Global South	Very much
7872	Global South	Very little
7873	Global South	Medium
7874	Global South	Medium
7875	Global South	Medium
7876	Global South	Much
7877	Global South	Much
7878	Global South	Much
7879	Global South	Very much
7880	Global South	Much
7881	Global South	Medium
7882	Global South	Much
7883	Global South	Much
7884	Global South	Much
7885	Global South	Little
7886	Global South	Little
7887	Global South	Medium
7888	Global South	Much
7889	Global South	Much
7890	Global South	Much
7891	Global South	Little
7892	Global South	Very little
7893	Global South	Little
7894	Global South	Little
7895	Global South	Medium
7896	Global South	Medium
7897	Global South	Very much
7898	Global South	Much
7899	Global South	Much
7900	Global South	Medium
7901	Global South	Much
7902	Global South	Much
7903	Global South	Much
7904	Global South	Medium
7905	Global South	Much
7906	Global South	Much
7907	Global South	Medium
7908	Global South	Medium
7909	Global South	Little
7910	Global South	Much
7911	Global South	Much
7912	Global South	Much
7913	Global South	Very much
7914	Global South	Little
7915	Global South	Medium
7916	Global South	Much
7917	Global South	Much
7918	Global South	Medium
7919	Global South	Little
7920	Global South	Much
7921	Global South	Much
7922	Global South	Very much
7923	Global South	Much
7924	Global South	Medium
7925	Global South	Much
7926	Global South	Very much
7927	Global South	Little
7928	Global South	Much
7929	Global South	Very much
7930	Global South	Much
7931	Global South	Little
7932	Global South	Much
7933	Global South	Much
7934	Global South	Much
7935	Global South	Much
7936	Global South	Little
7937	Global South	Much
7938	Global South	Very little
7939	Global South	Much
7940	Global South	Medium
7941	Global South	Much
7942	Global South	Medium
7943	Global South	Very much
7944	Global South	Much
7945	Global South	Medium
7946	Global South	Much
7947	Global South	Medium
7948	Global South	Much
7949	Global South	Little
7950	Global South	Medium
7951	Global South	Much
7952	Global South	Medium
7953	Global South	Medium
7954	Global South	Much
7955	Global South	Much
7956	Global South	Very much
7957	Global South	Much
7958	Global South	Very much
7959	Global South	Much
7960	Global South	Medium
7961	Global South	Medium
7962	Global South	Medium
7963	Global South	Much
7964	Global South	Very much
7965	Global South	Much
7966	Global South	Little
7967	Global South	Much
7968	Global South	Medium
7969	Global South	Much
7970	Global South	Medium
7971	Global South	Much
7972	Global South	Very much
7973	Global South	Much
7974	Global South	Much
7975	Global South	Much
7976	Global South	Much
7977	Global South	Much
7978	Global South	Much
7979	Global South	Very little
7980	Global South	Medium
7981	Global South	Much
7982	Global South	Much
7983	Global South	Much
7984	Global South	Much
7985	Global South	Much
7986	Global South	Little
7987	Global South	Little
7988	Global South	Medium
7989	Global South	Medium
7990	Global South	Medium
7991	Global South	Much
7992	Global South	Medium
7993	Global South	Little
7994	Global South	Much
7995	Global South	Very much
7996	Global South	Medium
7997	Global South	Medium
7998	Global South	Much
7999	Global South	Medium
8000	Global South	Much
8001	Global South	Much
8002	Global South	Medium
8003	Global South	Very little
8004	Global South	Medium
8005	Global South	Very much
8006	Global South	Much
8007	Global South	Little
8008	Global South	Much
8009	Global South	Medium
8010	Global South	Much
8011	Global South	Medium
8012	Global South	Little
8013	Global South	Medium
8014	Global South	Little
8015	Global South	Much
8016	Global South	Much
8017	Global South	Medium
8018	Global South	Much
8019	Global South	Much
8020	Global South	Very much
8021	Global South	Medium
8022	Global South	Much
8023	Global South	Medium
8024	Global South	Very much
8025	Global South	Medium
8026	Global South	Medium
8027	Global South	Much
8028	Global South	Much
8029	Global South	Much
8030	Global South	Much
8031	Global South	Much
8032	Global South	Medium
8033	Global South	Much
8034	Global South	Little
8035	Global South	Much
8036	Global South	Medium
8037	Global South	Much
8038	Global South	Much
8039	Global South	Much
8040	Global South	Little
8041	Global South	Much
8042	Global South	Very much
8043	Global South	Much
8044	Global South	Little
8045	Global South	Much
8046	Global South	Much
8047	Global South	Little
8048	Global South	Much
8049	Global South	Very much
8050	Global South	Very much
8051	Global South	Much
8052	Global South	Much
8053	Global South	Medium
8054	Global South	Medium
8055	Global South	Much
8056	Global South	Much
8057	Global South	Much
8058	Global South	Medium
8059	Global South	Much
8060	Global South	Much
8061	Global South	Much
8062	Global South	Medium
8063	Global South	Much
8064	Global South	Much
8065	Global South	Medium
8066	Global South	Much
8067	Global South	Medium
8068	Global South	Little
8069	Global South	Much
8070	Global South	Very much
8071	Global South	Medium
8072	Global South	Medium
8073	Global South	Medium
8074	Global South	Medium
8075	Global North	Medium
8076	Global North	Very little
8077	Global North	Medium
8078	Global North	Medium
8079	Global North	Much
8080	Global North	Little
8081	Global North	Much
8082	Global North	Medium
8083	Global North	Much
8084	Global North	Medium
8085	Global North	Medium
8086	Global North	Much
8087	Global North	Much
8088	Global North	Medium
8089	Global North	Medium
8090	Global North	Much
8091	Global North	Medium
8092	Global North	Little
8093	Global North	Medium
8094	Global North	Little
8095	Global North	Little
8096	Global North	Medium
8097	Global North	Much
8098	Global North	Medium
8099	Global North	Much
8100	Global North	Much
8101	Global North	Medium
8102	Global North	Little
8103	Global North	Much
8104	Global North	Much
8105	Global North	Medium
8106	Global North	Medium
8107	Global North	Much
8108	Global North	Medium
8109	Global North	Much
8110	Global North	Very much
8111	Global North	Medium
8112	Global North	Very much
8113	Global North	Much
8114	Global North	Very much
8115	Global North	Very little
8116	Global North	Little
8117	Global North	Very much
8118	Global North	Medium
8119	Global North	Much
8120	Global North	Medium
8121	Global North	Much
8122	Global North	Very much
